icon name,icon image url,icon style
Frame,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M5.25 2C5.66421 2 6 2.33579 6 2.75V4.5H18V2.75C18 2.33579 18.3358 2 18.75 2C19.1642 2 19.5 2.33579 19.5 2.75V4.5H21.25C21.6642 4.5 22 4.83579 22 5.25C22 5.66421 21.6642 6 21.25 6H19.5V18H21.25C21.6642 18 22 18.3358 22 18.75C22 19.1642 21.6642 19.5 21.25 19.5H19.5V21.25C19.5 21.6642 19.1642 22 18.75 22C18.3358 22 18 21.6642 18 21.25V19.5H6V21.25C6 21.6642 5.66421 22 5.25 22C4.83579 22 4.5 21.6642 4.5 21.25V19.5H2.75C2.33579 19.5 2 19.1642 2 18.75C2 18.3358 2.33579 18 2.75 18H4.5V6H2.75C2.33579 6 2 5.66421 2 5.25C2 4.83579 2.33579 4.5 2.75 4.5H4.5V2.75C4.5 2.33579 4.83579 2 5.25 2Z"" fill=""#212121""/>
</svg>
",Filled
Frame,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M6 2.75C6 2.33579 5.66421 2 5.25 2C4.83579 2 4.5 2.33579 4.5 2.75V4.5H2.75C2.33579 4.5 2 4.83579 2 5.25C2 5.66421 2.33579 6 2.75 6H4.5V18H2.75C2.33579 18 2 18.3358 2 18.75C2 19.1642 2.33579 19.5 2.75 19.5H4.5V21.25C4.5 21.6642 4.83579 22 5.25 22C5.66421 22 6 21.6642 6 21.25V19.5H18V21.25C18 21.6642 18.3358 22 18.75 22C19.1642 22 19.5 21.6642 19.5 21.25V19.5H21.25C21.6642 19.5 22 19.1642 22 18.75C22 18.3358 21.6642 18 21.25 18H19.5V6H21.25C21.6642 6 22 5.66421 22 5.25C22 4.83579 21.6642 4.5 21.25 4.5H19.5V2.75C19.5 2.33579 19.1642 2 18.75 2C18.3358 2 18 2.33579 18 2.75V4.5H6V2.75ZM18 18H6V6H18V18Z"" fill=""#212121""/>
</svg>
",Regular
Full Screen Maximize,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M5 6C5 5.44772 5.44772 5 6 5H8C8.55228 5 9 4.55228 9 4C9 3.44772 8.55228 3 8 3H6C4.34315 3 3 4.34315 3 6V8C3 8.55228 3.44772 9 4 9C4.55228 9 5 8.55228 5 8V6ZM5 18C5 18.5523 5.44772 19 6 19H8C8.55228 19 9 19.4477 9 20C9 20.5523 8.55228 21 8 21H6C4.34315 21 3 19.6569 3 18V16C3 15.4477 3.44772 15 4 15C4.55228 15 5 15.4477 5 16V18ZM18 5C18.5523 5 19 5.44772 19 6V8C19 8.55228 19.4477 9 20 9C20.5523 9 21 8.55228 21 8V6C21 4.34315 19.6569 3 18 3H16C15.4477 3 15 3.44772 15 4C15 4.55228 15.4477 5 16 5H18ZM19 18C19 18.5523 18.5523 19 18 19H16C15.4477 19 15 19.4477 15 20C15 20.5523 15.4477 21 16 21H18C19.6569 21 21 19.6569 21 18V16C21 15.4477 20.5523 15 20 15C19.4477 15 19 15.4477 19 16V18Z"" fill=""#212121""/>
</svg>
",Filled
Full Screen Maximize,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M4.5 5.75C4.5 5.05964 5.05964 4.5 5.75 4.5H7.75C8.16421 4.5 8.5 4.16421 8.5 3.75C8.5 3.33579 8.16421 3 7.75 3H5.75C4.23122 3 3 4.23122 3 5.75V7.75C3 8.16421 3.33579 8.5 3.75 8.5C4.16421 8.5 4.5 8.16421 4.5 7.75V5.75ZM4.5 18.25C4.5 18.9404 5.05964 19.5 5.75 19.5H7.75C8.16421 19.5 8.5 19.8358 8.5 20.25C8.5 20.6642 8.16421 21 7.75 21H5.75C4.23122 21 3 19.7688 3 18.25V16.25C3 15.8358 3.33579 15.5 3.75 15.5C4.16421 15.5 4.5 15.8358 4.5 16.25V18.25ZM18.25 4.5C18.9404 4.5 19.5 5.05964 19.5 5.75V7.75C19.5 8.16421 19.8358 8.5 20.25 8.5C20.6642 8.5 21 8.16421 21 7.75V5.75C21 4.23122 19.7688 3 18.25 3H16.25C15.8358 3 15.5 3.33579 15.5 3.75C15.5 4.16421 15.8358 4.5 16.25 4.5H18.25ZM19.5 18.25C19.5 18.9404 18.9404 19.5 18.25 19.5H16.25C15.8358 19.5 15.5 19.8358 15.5 20.25C15.5 20.6642 15.8358 21 16.25 21H18.25C19.7688 21 21 19.7688 21 18.25V16.25C21 15.8358 20.6642 15.5 20.25 15.5C19.8358 15.5 19.5 15.8358 19.5 16.25V18.25Z"" fill=""#212121""/>
</svg>
",Regular
Full Screen Minimize,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M9 4C9 3.44772 8.55228 3 8 3C7.44772 3 7 3.44772 7 4V6.5C7 6.77614 6.77614 7 6.5 7H4C3.44772 7 3 7.44772 3 8C3 8.55228 3.44772 9 4 9H6.5C7.88071 9 9 7.88071 9 6.5V4ZM9 20C9 20.5523 8.55228 21 8 21C7.44772 21 7 20.5523 7 20V17.5C7 17.2239 6.77614 17 6.5 17H4C3.44772 17 3 16.5523 3 16C3 15.4477 3.44772 15 4 15H6.5C7.88071 15 9 16.1193 9 17.5V20ZM16 3C15.4477 3 15 3.44772 15 4V6.5C15 7.88071 16.1193 9 17.5 9H20C20.5523 9 21 8.55228 21 8C21 7.44772 20.5523 7 20 7H17.5C17.2239 7 17 6.77614 17 6.5V4C17 3.44772 16.5523 3 16 3ZM15 20C15 20.5523 15.4477 21 16 21C16.5523 21 17 20.5523 17 20V17.5C17 17.2239 17.2239 17 17.5 17H20C20.5523 17 21 16.5523 21 16C21 15.4477 20.5523 15 20 15H17.5C16.1193 15 15 16.1193 15 17.5V20Z"" fill=""#212121""/>
</svg>
",Filled
Full Screen Minimize,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M8.5 3.75C8.5 3.33579 8.16421 3 7.75 3C7.33579 3 7 3.33579 7 3.75V6.25C7 6.66421 6.66421 7 6.25 7H3.75C3.33579 7 3 7.33579 3 7.75C3 8.16421 3.33579 8.5 3.75 8.5H6.25C7.49264 8.5 8.5 7.49264 8.5 6.25V3.75ZM8.5 20.25C8.5 20.6642 8.16421 21 7.75 21C7.33579 21 7 20.6642 7 20.25V17.75C7 17.3358 6.66421 17 6.25 17H3.75C3.33579 17 3 16.6642 3 16.25C3 15.8358 3.33579 15.5 3.75 15.5H6.25C7.49264 15.5 8.5 16.5074 8.5 17.75V20.25ZM16.25 3C15.8358 3 15.5 3.33579 15.5 3.75V6.25C15.5 7.49264 16.5074 8.5 17.75 8.5H20.25C20.6642 8.5 21 8.16421 21 7.75C21 7.33579 20.6642 7 20.25 7H17.75C17.3358 7 17 6.66421 17 6.25V3.75C17 3.33579 16.6642 3 16.25 3ZM15.5 20.25C15.5 20.6642 15.8358 21 16.25 21C16.6642 21 17 20.6642 17 20.25V17.75C17 17.3358 17.3358 17 17.75 17H20.25C20.6642 17 21 16.6642 21 16.25C21 15.8358 20.6642 15.5 20.25 15.5H17.75C16.5074 15.5 15.5 16.5074 15.5 17.75V20.25Z"" fill=""#212121""/>
</svg>
",Regular
F Stop,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M13.4418 6.5698C13.7536 4.74322 15.6304 3.63333 17.3813 4.24007L17.9727 4.44503C18.4946 4.62587 19.0642 4.34943 19.2451 3.82759C19.4259 3.30575 19.1495 2.73612 18.6276 2.55528L18.0362 2.35032C15.1181 1.33909 11.9901 3.18891 11.4703 6.23321L10.7418 10.5001H7.00005C6.44776 10.5001 6.00005 10.9479 6.00005 11.5001C6.00005 12.0524 6.44776 12.5001 7.00005 12.5001H10.4004L9.71035 16.5416C9.36318 18.575 7.11487 19.6595 5.30739 18.6653L5.2321 18.6239C4.74818 18.3578 4.14012 18.5343 3.87397 19.0182C3.60781 19.5022 3.78435 20.1102 4.26827 20.3764L4.34355 20.4178C7.35603 22.0746 11.1032 20.2672 11.6818 16.8782L12.4293 12.5001H16C16.5523 12.5001 17 12.0524 17 11.5001C17 10.9479 16.5523 10.5001 16 10.5001H12.7708L13.4418 6.5698Z"" fill=""#212121""/>
</svg>
",Filled
F Stop,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M13.1953 6.52761C13.5331 4.54881 15.5663 3.34643 17.4631 4.00373L18.0546 4.20869C18.4459 4.34432 18.8732 4.13699 19.0088 3.74561C19.1444 3.35423 18.9371 2.92701 18.5457 2.79138L17.9543 2.58642C15.1821 1.62575 12.2105 3.38307 11.7167 6.27516L10.9954 10.5H6.75013C6.33592 10.5 6.00013 10.8358 6.00013 11.25C6.00013 11.6642 6.33592 12 6.75013 12H10.7393L9.95674 16.5835C9.58064 18.7864 7.14497 19.9612 5.18686 18.8843L5.11158 18.8429C4.74864 18.6433 4.29259 18.7757 4.09298 19.1386C3.89336 19.5015 4.02576 19.9576 4.3887 20.1572L4.46399 20.1986C7.32584 21.7726 10.8857 20.0555 11.4353 16.836L12.261 12H16.2501C16.6643 12 17.0001 11.6642 17.0001 11.25C17.0001 10.8358 16.6643 10.5 16.2501 10.5H12.5171L13.1953 6.52761Z"" fill=""#212121""/>
</svg>
",Regular
Games,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M14.9979 5C18.8639 5 21.9979 8.13401 21.9979 12C21.9979 15.7855 18.9931 18.8691 15.2385 18.9959L14.9979 19H9.00211C5.13611 19 2.00211 15.866 2.00211 12C2.00211 8.21455 5.00689 5.1309 8.76146 5.00406L9.00211 5H14.9979ZM14.75 12.5C14.0596 12.5 13.5 13.0596 13.5 13.75C13.5 14.4404 14.0596 15 14.75 15C15.4403 15 16 14.4404 16 13.75C16 13.0596 15.4403 12.5 14.75 12.5ZM7.99999 9C7.62029 9 7.3065 9.28215 7.25684 9.64823L7.24999 9.75V11.248L5.74999 11.2487C5.33578 11.2487 4.99999 11.5845 4.99999 11.9987C4.99999 12.3784 5.28214 12.6922 5.64822 12.7419L5.74999 12.7487L7.24999 12.748V14.25C7.24999 14.6642 7.58578 15 7.99999 15C8.37969 15 8.69348 14.7178 8.74314 14.3518L8.74999 14.25V12.748L10.25 12.7487C10.6642 12.7487 11 12.413 11 11.9987C11 11.6191 10.7178 11.3053 10.3518 11.2556L10.25 11.2487L8.74999 11.248V9.75C8.74999 9.33579 8.4142 9 7.99999 9ZM16.75 9C16.0596 9 15.5 9.55964 15.5 10.25C15.5 10.9404 16.0596 11.5 16.75 11.5C17.4403 11.5 18 10.9404 18 10.25C18 9.55964 17.4403 9 16.75 9Z"" fill=""#212121""/>
</svg>
",Filled
Games,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M14.9979 5C18.8639 5 21.9979 8.13401 21.9979 12C21.9979 15.7855 18.9931 18.8691 15.2385 18.9959L14.9979 19H9.00211C5.13611 19 2.00211 15.866 2.00211 12C2.00211 8.21455 5.00689 5.1309 8.76146 5.00406L9.00211 5H14.9979ZM14.9979 6.5H9.00211C5.96454 6.5 3.50211 8.96243 3.50211 12C3.50211 14.9635 5.84589 17.3795 8.7809 17.4956L9.00211 17.5H14.9979C18.0354 17.5 20.4979 15.0376 20.4979 12C20.4979 9.03652 18.1541 6.62046 15.2191 6.50437L14.9979 6.5ZM7.99999 9C8.4142 9 8.74999 9.33579 8.74999 9.75L8.74911 11.248L10.25 11.2487C10.6642 11.2487 11 11.5845 11 11.9987C11 12.413 10.6642 12.7487 10.25 12.7487L8.74911 12.748L8.74999 14.25C8.74999 14.6642 8.4142 15 7.99999 15C7.58578 15 7.24999 14.6642 7.24999 14.25L7.24911 12.748L5.74999 12.7487C5.33578 12.7487 4.99999 12.413 4.99999 11.9987C4.99999 11.5845 5.33578 11.2487 5.74999 11.2487L7.24911 11.248L7.24999 9.75C7.24999 9.33579 7.58578 9 7.99999 9ZM14.75 12.5C15.4403 12.5 16 13.0596 16 13.75C16 14.4404 15.4403 15 14.75 15C14.0596 15 13.5 14.4404 13.5 13.75C13.5 13.0596 14.0596 12.5 14.75 12.5ZM16.75 9C17.4403 9 18 9.55964 18 10.25C18 10.9404 17.4403 11.5 16.75 11.5C16.0596 11.5 15.5 10.9404 15.5 10.25C15.5 9.55964 16.0596 9 16.75 9Z"" fill=""#212121""/>
</svg>
",Regular
Gantt Chart,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M2 7.25C2 5.45507 3.45507 4 5.25 4H8.25V7H6C4.89543 7 4 7.89543 4 9C4 10.1046 4.89543 11 6 11H8.25V20H5.25C3.45507 20 2 18.5449 2 16.75V7.25ZM9.25 20V11H10V12C10 13.1046 10.8954 14 12 14H13V15C13 16.0199 13.7634 16.8615 14.75 16.9845V20H9.25ZM12 10H14.75V4H9.25V7H10C11.1046 7 12 7.89543 12 9V10ZM18 17H15.75V20H18.75C20.5449 20 22 18.5449 22 16.75V7.25C22 5.45507 20.5449 4 18.75 4H15.75V10H16C17.1046 10 18 10.8954 18 12V13C19.1046 13 20 13.8954 20 15C20 16.1046 19.1046 17 18 17ZM6 8C5.44772 8 5 8.44772 5 9C5 9.55228 5.44772 10 6 10H10C10.5523 10 11 9.55228 11 9C11 8.44772 10.5523 8 10 8H6ZM11 12C11 11.4477 11.4477 11 12 11H16C16.5523 11 17 11.4477 17 12C17 12.5523 16.5523 13 16 13H12C11.4477 13 11 12.5523 11 12ZM15 14C14.4477 14 14 14.4477 14 15C14 15.5523 14.4477 16 15 16H18C18.5523 16 19 15.5523 19 15C19 14.4477 18.5523 14 18 14H15Z"" fill=""#212121""/>
</svg>
",Filled
Gantt Chart,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M6 8C5.44772 8 5 8.44772 5 9C5 9.55228 5.44772 10 6 10H10C10.5523 10 11 9.55228 11 9C11 8.44772 10.5523 8 10 8H6ZM11 12C11 11.4477 11.4477 11 12 11H16C16.5523 11 17 11.4477 17 12C17 12.5523 16.5523 13 16 13H12C11.4477 13 11 12.5523 11 12ZM15 14C14.4477 14 14 14.4477 14 15C14 15.5523 14.4477 16 15 16H18C18.5523 16 19 15.5523 19 15C19 14.4477 18.5523 14 18 14H15ZM5.25 4C3.45507 4 2 5.45507 2 7.25V16.75C2 18.5449 3.45507 20 5.25 20H18.75C20.5449 20 22 18.5449 22 16.75V7.25C22 5.45507 20.5449 4 18.75 4H5.25ZM8 5.5V7H9.5V5.5H14.5V10H16V5.5H18.75C19.7165 5.5 20.5 6.2835 20.5 7.25V16.75C20.5 17.7165 19.7165 18.5 18.75 18.5H16V17H15C14.8274 17 14.6598 16.9781 14.5 16.937V18.5H9.5V11H8V18.5H5.25C4.2835 18.5 3.5 17.7165 3.5 16.75V7.25C3.5 6.2835 4.2835 5.5 5.25 5.5H8Z"" fill=""#212121""/>
</svg>
",Regular
Gas,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M13.1452 2.30648C13.2865 2.11382 13.5111 2 13.7501 2H18.2501C18.6643 2 19.0001 2.33579 19.0001 2.75V6.5C19.0001 6.54108 18.9967 6.5814 18.9904 6.62069C19.6067 7.12499 20 7.89156 20 8.75V19.25C20 20.7688 18.7688 22 17.25 22H6.75C5.23122 22 4 20.7688 4 19.25V8.75C4 7.23122 5.23122 6 6.75 6H7.5V5.75C7.5 4.7835 6.7165 4 5.75 4H4.75C4.33579 4 4 3.66421 4 3.25C4 2.83579 4.33579 2.5 4.75 2.5H5.75C7.54493 2.5 9 3.95507 9 5.75V6H10.4367L13.1452 2.30648ZM17.5001 3.5H14.1301L12.2968 6H17.25C17.3343 6 17.4177 6.00379 17.5001 6.01122V3.5ZM8.21967 10.2197C7.92678 10.5126 7.92678 10.9874 8.21967 11.2803L10.9393 14L8.21967 16.7197C7.92678 17.0126 7.92678 17.4874 8.21967 17.7803C8.51256 18.0732 8.98744 18.0732 9.28033 17.7803L12 15.0607L14.7197 17.7803C15.0126 18.0732 15.4874 18.0732 15.7803 17.7803C16.0732 17.4874 16.0732 17.0126 15.7803 16.7197L13.0607 14L15.7803 11.2803C16.0732 10.9874 16.0732 10.5126 15.7803 10.2197C15.4874 9.92678 15.0126 9.92678 14.7197 10.2197L12 12.9393L9.28033 10.2197C8.98744 9.92678 8.51256 9.92678 8.21967 10.2197Z"" fill=""#212121""/>
</svg>
",Filled
Gas Pump,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M6.75005 3C5.23125 3 4.00001 4.23122 4.00001 5.75V20.5H3.75001C3.33579 20.5 3 20.8358 3 21.25C3 21.6642 3.33579 22 3.75001 22H17.2502C17.6644 22 18.0002 21.6642 18.0002 21.25C18.0002 20.8358 17.6644 20.5 17.2502 20.5H17.0002V18.6971C17.3763 18.8907 17.8029 19 18.255 19C19.771 19 21 17.771 21 16.255V10.4167C21 9.82166 20.807 9.24269 20.45 8.76668L19.35 7.30001C19.1014 6.96864 18.6313 6.90149 18.3 7.15001C17.9686 7.39854 17.9014 7.86864 18.15 8.20001L19.25 9.66668C19.4123 9.88305 19.5 10.1462 19.5 10.4167V16.255C19.5 16.9426 18.9426 17.5 18.255 17.5C17.5674 17.5 17.01 16.9426 17.01 16.255V14.5C17.01 14.4587 17.0066 14.4182 17.0002 14.3787V5.75C17.0002 4.23122 15.769 3 14.2502 3H6.75005ZM7.00005 6.75C7.00005 6.33579 7.33585 6 7.75006 6H13.2501C13.6644 6 14.0001 6.33579 14.0001 6.75V10.25C14.0001 10.6642 13.6644 11 13.2501 11H7.75006C7.33585 11 7.00005 10.6642 7.00005 10.25V6.75Z"" fill=""#212121""/>
</svg>
",Filled
Gas Pump,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M7.75006 6C7.33585 6 7.00005 6.33579 7.00005 6.75V11.25C7.00005 11.6642 7.33585 12 7.75006 12H13.2501C13.6644 12 14.0001 11.6642 14.0001 11.25V6.75C14.0001 6.33579 13.6644 6 13.2501 6H7.75006ZM8.50007 10.5V7.5H12.5001V10.5H8.50007ZM6.75005 3C5.23125 3 4.00001 4.23122 4.00001 5.75V20.5H3.75001C3.33579 20.5 3 20.8358 3 21.25C3 21.6642 3.33579 22 3.75001 22H17.2502C17.6644 22 18.0002 21.6642 18.0002 21.25C18.0002 20.8358 17.6644 20.5 17.2502 20.5H17.0002V18.6971C17.3763 18.8907 17.8029 19 18.255 19C19.771 19 21 17.771 21 16.255V10.4167C21 9.82166 20.807 9.24269 20.45 8.76668L19.35 7.30001C19.1014 6.96864 18.6313 6.90149 18.3 7.15001C17.9686 7.39854 17.9014 7.86864 18.15 8.20001L19.25 9.66668C19.4123 9.88305 19.5 10.1462 19.5 10.4167V16.255C19.5 16.9426 18.9426 17.5 18.255 17.5C17.5674 17.5 17.01 16.9426 17.01 16.255V14.5C17.01 14.4587 17.0066 14.4182 17.0002 14.3787V5.75C17.0002 4.23122 15.769 3 14.2502 3H6.75005ZM15.5002 20.5H5.50003V5.75C5.50003 5.05964 6.05969 4.5 6.75005 4.5H14.2502C14.9405 4.5 15.5002 5.05964 15.5002 5.75V20.5Z"" fill=""#212121""/>
</svg>
",Regular
Gas,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M8.21967 10.2197C8.51256 9.92678 8.98744 9.92678 9.28033 10.2197L12 12.9393L14.7197 10.2197C15.0126 9.92678 15.4874 9.92678 15.7803 10.2197C16.0732 10.5126 16.0732 10.9874 15.7803 11.2803L13.0607 14L13.5297 14.469C13.5295 14.4688 13.5299 14.4692 13.5297 14.469L15.5303 16.4697C15.5307 16.47 15.531 16.4703 15.5313 16.4706L15.7803 16.7197C16.0732 17.0126 16.0732 17.4874 15.7803 17.7803C15.4874 18.0732 15.0126 18.0732 14.7197 17.7803L14.4706 17.5313C14.4703 17.531 14.47 17.5307 14.4697 17.5303L12.4697 15.5303C12.4699 15.5305 12.4695 15.5301 12.4697 15.5303L12 15.0607L9.28033 17.7803C8.98744 18.0732 8.51256 18.0732 8.21967 17.7803C7.92678 17.4874 7.92678 17.0126 8.21967 16.7197L10.9393 14L8.21967 11.2803C7.92678 10.9874 7.92678 10.5126 8.21967 10.2197ZM13.7501 2C13.5111 2 13.2865 2.11382 13.1452 2.30648L10.4367 6H9V5.75C9 3.95507 7.54493 2.5 5.75 2.5H4.75C4.33579 2.5 4 2.83579 4 3.25C4 3.66421 4.33579 4 4.75 4H5.75C6.7165 4 7.5 4.7835 7.5 5.75V6H6.75C5.23122 6 4 7.23122 4 8.75V19.25C4 20.7688 5.23122 22 6.75 22H17.25C18.7688 22 20 20.7688 20 19.25V8.75C20 7.89156 19.6067 7.12499 18.9904 6.62069C18.9967 6.5814 19.0001 6.54108 19.0001 6.5V2.75C19.0001 2.33579 18.6643 2 18.2501 2H13.7501ZM17.5001 6.01122C17.4177 6.00379 17.3343 6 17.25 6H12.2968L14.1301 3.5H17.5001V6.01122ZM6.75 7.5H17.25C17.9404 7.5 18.5 8.05964 18.5 8.75V19.25C18.5 19.9404 17.9404 20.5 17.25 20.5H6.75C6.05964 20.5 5.5 19.9404 5.5 19.25V8.75C5.5 8.05964 6.05964 7.5 6.75 7.5Z"" fill=""#212121""/>
</svg>
",Regular
Gauge,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M12 22C17.5228 22 22 17.5228 22 12C22 6.47715 17.5228 2 12 2C6.47715 2 2 6.47715 2 12C2 17.5228 6.47715 22 12 22ZM15.8791 6.66732C16.1062 6.47297 16.439 6.46653 16.6734 6.65195C16.9078 6.83738 16.9781 7.16278 16.8412 7.42842L16.7119 7.67862C16.6295 7.83801 16.5113 8.06624 16.3681 8.34179C16.0818 8.89278 15.6954 9.63339 15.2955 10.3912C14.8959 11.1485 14.4815 11.9253 14.1395 12.5479C13.9686 12.8589 13.8142 13.1344 13.6879 13.3509C13.5703 13.5524 13.4548 13.7421 13.3688 13.8508C12.7263 14.6629 11.5471 14.8004 10.735 14.1579C9.92288 13.5154 9.78538 12.3362 10.4279 11.5241C10.5139 11.4154 10.672 11.2593 10.8409 11.0986C11.0226 10.9258 11.2552 10.7121 11.5185 10.4744C12.0457 9.9983 12.7063 9.41631 13.3514 8.85315C13.9969 8.28961 14.6288 7.74321 15.0991 7.33783C15.3343 7.1351 15.5292 6.96755 15.6654 6.85065L15.8791 6.66732ZM7.93413 17.1265C7.64124 17.4194 7.16637 17.4194 6.87347 17.1265C4.04217 14.2952 4.04217 9.70478 6.87347 6.87348C8.71833 5.02862 11.3099 4.38674 13.6723 4.94459C14.0755 5.03978 14.3251 5.44375 14.2299 5.84687C14.1347 6.25 13.7308 6.49963 13.3276 6.40444C11.45 5.96106 9.39622 6.47205 7.93413 7.93414C5.68862 10.1797 5.68862 13.8203 7.93413 16.0659C8.22703 16.3588 8.22703 16.8336 7.93413 17.1265ZM17.8879 9.1415C18.2789 9.00477 18.7067 9.21089 18.8435 9.60189C19.7333 12.1463 19.1624 15.0907 17.1265 17.1265C16.8336 17.4194 16.3588 17.4194 16.0659 17.1265C15.773 16.8336 15.773 16.3588 16.0659 16.0659C17.6791 14.4526 18.1344 12.1183 17.4276 10.097C17.2908 9.70604 17.4969 9.27824 17.8879 9.1415Z"" fill=""#212121""/>
</svg>
",Filled
Gauge,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M7.93413 16.0659C8.22703 16.3588 8.22703 16.8336 7.93413 17.1265C7.64124 17.4194 7.16637 17.4194 6.87347 17.1265C4.04217 14.2952 4.04217 9.70478 6.87347 6.87348C8.71833 5.02862 11.3099 4.38674 13.6723 4.94459C14.0755 5.03978 14.3251 5.44375 14.2299 5.84687C14.1347 6.25 13.7308 6.49963 13.3276 6.40444C11.45 5.96106 9.39622 6.47205 7.93413 7.93414C5.68862 10.1797 5.68862 13.8203 7.93413 16.0659ZM17.8879 9.1415C18.2789 9.00477 18.7067 9.21089 18.8435 9.60189C19.7333 12.1463 19.1624 15.0907 17.1265 17.1265C16.8336 17.4194 16.3588 17.4194 16.0659 17.1265C15.773 16.8336 15.773 16.3588 16.0659 16.0659C17.6791 14.4526 18.1344 12.1183 17.4276 10.097C17.2908 9.70604 17.4969 9.27824 17.8879 9.1415ZM15.8791 6.66732C16.1062 6.47297 16.439 6.46653 16.6734 6.65195C16.9078 6.83738 16.9781 7.16278 16.8412 7.42842L16.7119 7.67862C16.6295 7.83801 16.5113 8.06624 16.3681 8.34179C16.0818 8.89278 15.6954 9.63339 15.2955 10.3912C14.8959 11.1485 14.4815 11.9253 14.1395 12.5479C13.9686 12.8589 13.8142 13.1344 13.6879 13.3509C13.5703 13.5524 13.4548 13.7421 13.3688 13.8508C12.7263 14.6629 11.5471 14.8004 10.735 14.1579C9.92288 13.5154 9.78538 12.3362 10.4279 11.5241C10.5139 11.4154 10.672 11.2593 10.8409 11.0986C11.0226 10.9258 11.2552 10.7121 11.5185 10.4744C12.0457 9.9983 12.7063 9.41631 13.3514 8.85315C13.9969 8.28961 14.6288 7.74321 15.0991 7.33783C15.3343 7.1351 15.5292 6.96755 15.6654 6.85065L15.8791 6.66732ZM22 12C22 17.5228 17.5228 22 12 22C6.47715 22 2 17.5228 2 12C2 6.47715 6.47715 2 12 2C17.5228 2 22 6.47715 22 12ZM3.5 12C3.5 16.6944 7.30558 20.5 12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12Z"" fill=""#212121""/>
</svg>
",Regular
